SID,ISO_TIME,LAT,LON,BASIN,SUBBASIN
1966201N21156,1966-07-20 00:00:00,21.0,156.0,WP,MM
1966204N16116,1966-07-22 12:00:00,16.0,115.5,WP,MM
1966210N11113,1966-07-29 06:00:00,11.0,112.5,WP,MM
1966214N15145,1966-08-01 18:00:00,14.5,144.5,WP,MM
1966215N20163,1966-08-02 18:00:00,20.0,163.0,WP,MM
1966222N25140,1966-08-10 06:00:00,24.5,140.0,WP,MM
1966223N16118,1966-08-11 00:00:00,16.2,118.0,WP,MM
1966230N18149,1966-08-18 00:00:00,18.1,148.8,WP,MM
1966230N27132,1966-08-18 06:00:00,27.2,131.95,WP,MM
1966234N18169,1966-08-21 12:00:00,18.0,169.0,WP,MM
1966236N13144,1966-08-23 18:00:00,13.5,143.5,WP,MM
1966241N17147,1966-08-28 18:00:00,17.25,147.0,WP,MM
1966243N12112,1966-08-31 06:00:00,12.0,112.0,WP,MM
1966244N18165,1966-08-31 18:00:00,18.0,165.0,WP,MM
1966247N17137,1966-09-04 00:00:00,17.0,137.0,WP,MM
1966252N16151,1966-09-09 06:00:00,16.0,151.0,WP,MM
1966252N17112,1966-09-08 18:00:00,17.3,111.5,WP,MM
1966253N22133,1966-09-10 00:00:00,21.5,133.0,WP,MM
1966254N15149,1966-09-10 18:00:00,15.3,149.0,WP,MM
1966254N17160,1966-09-10 18:00:00,16.6,160.0,WP,MM
1966259N15142,1966-09-16 00:00:00,14.8,141.5,WP,MM
1966261N13158,1966-09-18 00:00:00,13.3,158.3,WP,MM
1966262N11160,1966-09-18 18:00:00,11.0,160.0,WP,MM
1966263N19149,1966-09-20 00:00:00,19.0,149.0,WP,MM
1966265N12111,1966-09-21 12:00:00,11.5,111.0,WP,MM
1966272N23138,1966-09-29 00:00:00,23.0,138.35,WP,MM
1966280N13154,1966-10-06 18:00:00,13.1,154.0,WP,MM
1966282N12132,1966-10-09 06:00:00,11.5,132.4,WP,MM
1966294N09115,1966-10-20 12:00:00,9.0,115.0,WP,MM
1966299N10137,1966-10-26 00:00:00,9.5,137.3,WP,MM
1966302N10161,1966-10-28 18:00:00,10.0,161.1,WP,MM
1966303N14168,1966-10-29 18:00:00,14.42,167.84,WP,MM
1966313N18120,1966-11-09 00:00:00,17.6,119.6,WP,MM
1966315N15111,1966-11-11 06:00:00,15.4,111.1,WP,MM
1966321N09138,1966-11-17 00:00:00,9.0,138.0,WP,MM
1966325N08140,1966-11-21 00:00:00,8.0,140.0,WP,MM
1966331N13130,1966-11-27 00:00:00,12.5,130.0,WP,MM
1966349N09149,1966-12-15 00:00:00,9.0,149.0,WP,MM
1966358N07139,1966-12-24 06:00:00,7.0,139.0,WP,MM
1967009N07144,1967-01-09 00:00:00,6.9,143.7,WP,MM
1967028N05140,1967-01-28 00:00:00,5.0,140.1,WP,MM
1967059N02145,1967-02-28 00:00:00,1.5,144.5,WP,MM
1967075N08148,1967-03-15 18:00:00,7.8,148.0,WP,MM
1967091N04151,1967-03-31 18:00:00,4.0,150.5,WP,MM
1967128N06137,1967-05-08 00:00:00,6.3,136.9,WP,MM
1967154N07154,1967-06-02 12:00:00,6.8,153.6,WP,MM
1967175N10142,1967-06-24 00:00:00,10.0,142.0,WP,MM
1967176N13111,1967-06-24 18:00:00,13.3,110.6,WP,MM
1967181N09148,1967-06-29 18:00:00,9.1,148.0,WP,MM
1967183N20155,1967-07-02 00:00:00,20.3,154.7,WP,MM
1967200N16136,1967-07-19 00:00:00,16.0,135.8,WP,MM
1967200N19148,1967-07-19 06:00:00,19.3,147.6,WP,MM
1967201N26134,1967-07-20 00:00:00,25.5,134.4,WP,MM
1967206N15153,1967-07-25 00:00:00,15.0,152.6,WP,MM
1967209N16113,1967-07-27 18:00:00,16.4,113.4,WP,MM
1967209N17139,1967-07-27 18:00:00,17.0,139.0,WP,MM
1967211N25128,1967-07-29 18:00:00,25.0,127.5,WP,MM
1967211N44125,1967-07-29 21:00:00,43.5343,124.856,WP,MM
1967215N20166,1967-08-03 00:00:00,19.9,165.6,WP,MM
1967216N18132,1967-08-04 06:00:00,17.5,132.0,WP,MM
1967220N17119,1967-08-08 06:00:00,17.3,119.2,WP,MM
1967221N18132,1967-08-09 06:00:00,18.1,132.1,WP,MM
1967222N10145,1967-08-10 06:00:00,10.0,145.2,WP,MM
1967227N19144,1967-08-15 00:00:00,19.3,144.3,WP,MM
1967228N14132,1967-08-16 06:00:00,13.9,132.1,WP,MM
1967229N21164,1967-08-16 18:00:00,21.3,163.5,WP,MM
1967233N09145,1967-08-21 00:00:00,9.0,145.0,WP,MM
1967235N13130,1967-08-23 06:00:00,13.4,130.0,WP,MM
1967235N18144,1967-08-23 06:00:00,18.3,144.0,WP,MM
1967237N15140,1967-08-25 06:00:00,15.5,140.2,WP,MM
1967241N15170,1967-08-29 00:00:00,15.0,170.0,WP,MM
1967242N23121,1967-08-29 18:00:00,23.1,120.5,WP,MM
1967246N21124,1967-09-03 00:00:00,21.0,124.0,WP,MM
1967248N23168,1967-09-05 00:00:00,23.0,168.0,WP,MM
1967253N29167,1967-09-10 00:00:00,28.7286,167.186,WP,MM
1967256N18163,1967-09-12 18:00:00,18.0,163.0,WP,MM
1967257N17119,1967-09-13 18:00:00,16.5,119.0,WP,MM
1967259N17145,1967-09-16 00:00:00,17.0,145.1,WP,MM
1967259N24153,1967-09-16 06:00:00,23.6,153.0,WP,MM
1967260N15125,1967-09-17 06:00:00,14.6,124.5,WP,MM
1967264N17116,1967-09-21 06:00:00,17.0,115.8,WP,MM
1967268N06165,1967-09-24 18:00:00,5.9,165.0,WP,MM
1967271N25135,1967-09-28 00:00:00,25.0,135.0,WP,MM
1967278N15119,1967-10-05 06:00:00,15.0,118.5,WP,MM
1967280N20150,1967-10-06 12:00:00,20.0,150.0,WP,MM
1967283N11150,1967-10-10 00:00:00,11.0,150.0,WP,MM
1967289N09149,1967-10-16 00:00:00,8.5,148.5,WP,MM
1967303N07150,1967-10-30 00:00:00,6.5,150.0,WP,MM
1967310N11129,1967-11-06 06:00:00,11.0,128.55,WP,MM
1967311N09160,1967-11-07 06:00:00,9.2,160.3,WP,MM
1967320N10171,1967-11-15 18:00:00,10.0,171.0,WP,MM
1967323N23119,1967-11-18 12:00:00,22.7,119.4,WP,MM
1967350N10135,1967-12-16 06:00:00,9.8,135.45,WP,MM
1968020N06138,1968-01-20 06:00:00,6.2,138.0,WP,MM
1968057N07133,1968-02-26 06:00:00,7.0,133.4,WP,MM
1968097N05157,1968-04-05 12:00:00,4.6,157.4,WP,MM
1968149N10150,1968-05-28 00:00:00,9.5,149.5,WP,MM
1968154N08146,1968-06-02 06:00:00,8.1,146.2,WP,MM
1968155N13160,1968-06-03 06:00:00,12.8,160.0,WP,MM
1968155N20115,1968-06-03 00:00:00,20.0,114.7,WP,MM
1968178N13156,1968-06-26 00:00:00,12.9,156.1,WP,MM
1968201N13152,1968-07-19 00:00:00,13.0,152.0,WP,MM
1968202N19133,1968-07-20 00:00:00,18.6,132.95,WP,MM
1968203N18119,1968-07-21 00:00:00,18.0,119.0,WP,MM
1968208N24120,1968-07-25 12:00:00,23.5,119.6,WP,MM
1968209N25157,1968-07-27 00:00:00,24.9,156.9,WP,MM
1968210N21150,1968-07-28 00:00:00,21.0,150.0,WP,MM
1968216N17114,1968-08-03 06:00:00,16.5,114.0,WP,MM
1968217N17163,1968-08-03 12:00:00,17.2,163.0,WP,MM
1968218N15141,1968-08-05 00:00:00,15.0,141.0,WP,MM
1968220N18166,1968-08-07 00:00:00,17.6,166.0,WP,MM
1968220N20175,1968-08-07 00:00:00,19.5,175.3,WP,MM
1968222N19139,1968-08-09 00:00:00,19.4,139.0,WP,MM
1968227N14145,1968-08-14 06:00:00,14.3,144.7,WP,MM
1968235N15135,1968-08-22 00:00:00,14.8,135.0,WP,MM
1968235N20138,1968-08-22 00:00:00,20.0,138.3,WP,MM
1968237N21177,1968-08-24 06:00:00,21.0,177.4,WP,MM
1968237N21537,1968-08-24 00:00:00,21.0,177.4,WP,MM
1968240N11173,1968-08-27 06:00:00,11.0,173.0,WP,MM
1968240N15151,1968-08-27 00:00:00,15.4,150.75,WP,MM
1968243N23120,1968-08-29 18:00:00,23.2,119.7,WP,MM
1968246N14164,1968-09-02 00:00:00,14.2,164.1,WP,MM
1968250N24120,1968-09-06 00:00:00,23.6,119.8,WP,MM
1968256N16148,1968-09-11 18:00:00,15.7,148.3,WP,MM
1968259N16152,1968-09-15 00:00:00,16.4,152.4,WP,MM
1968266N06142,1968-09-22 06:00:00,6.3,142.3,WP,MM
1968275N13161,1968-09-30 12:00:00,13.0,161.0,WP,MM
1968283N10148,1968-10-09 06:00:00,10.0,147.6,WP,MM
1968286N07142,1968-10-12 06:00:00,7.0,142.2,WP,MM
1968290N14118,1968-10-15 18:00:00,13.8,117.9,WP,MM
1968292N09165,1968-10-18 00:00:00,9.1,165.0,WP,MM
1968295N09169,1968-10-21 00:00:00,9.0,169.0,WP,MM
1968300N10166,1968-10-26 00:00:00,10.0,166.0,WP,MM
1968311N08165,1968-11-05 12:00:00,8.1,165.0,WP,MM
1968314N08138,1968-11-09 00:00:00,7.55,138.35,WP,MM
1968320N07168,1968-11-15 06:00:00,6.8,168.25,WP,MM
1968325N05168,1968-11-19 12:00:00,5.25,167.55,WP,MM
1969016N07177,1969-01-16 06:00:00,7.05,177.3,WP,MM
1969052N05155,1969-02-21 06:00:00,5.0,155.2,WP,MM
1969066N05170,1969-03-06 18:00:00,5.15,169.95,WP,MM
1969105N06148,1969-04-15 06:00:00,6.0,148.0,WP,MM
1969187N09131,1969-07-06 00:00:00,9.3,130.6,WP,MM
1969192N10143,1969-07-11 00:00:00,10.0,143.2,WP,MM
1969201N04151,1969-07-20 00:00:00,4.0,151.0,WP,MM
1969203N14117,1969-07-21 12:00:00,13.5,117.1,WP,MM
1969208N12145,1969-07-26 12:00:00,12.1,145.1,WP,MM
1969213N21140,1969-08-01 00:00:00,21.0,139.75,WP,MM
1969216N09143,1969-08-04 00:00:00,9.45,142.6,WP,MM
1969225N10150,1969-08-12 18:00:00,9.5,150.25,WP,MM
1969241N10127,1969-08-29 00:00:00,10.0,126.5,WP,MM
1969247N13131,1969-09-03 12:00:00,12.5,131.0,WP,MM
1969247N18140,1969-09-04 00:00:00,18.0,140.0,WP,MM
1969250N20119,1969-09-07 06:00:00,19.7,119.2,WP,MM
1969251N13111,1969-09-08 00:00:00,13.46,111.34,WP,MM
1969252N12143,1969-09-09 06:00:00,12.0,143.0,WP,MM
1969256N19156,1969-09-13 00:00:00,19.0,155.8,WP,MM
1969259N15165,1969-09-16 00:00:00,15.0,165.0,WP,MM
1969261N14178,1969-09-18 00:00:00,14.4,178.0,WP,MM
1969270N13139,1969-09-27 00:00:00,12.75,138.65,WP,MM
1969271N23163,1969-09-28 00:00:00,23.2,162.5,WP,MM
1969273N15119,1969-09-30 00:00:00,15.4,118.5,WP,MM
1969277N13114,1969-10-03 12:00:00,13.0,113.9,WP,MM
1969279N11158,1969-10-05 12:00:00,10.7,157.9,WP,MM
1969287N11150,1969-10-14 00:00:00,11.0,150.0,WP,MM
1969299N10142,1969-10-26 00:00:00,9.5,142.2,WP,MM
1969306N08156,1969-11-02 00:00:00,8.0,156.0,WP,MM
1969325N14118,1969-11-21 00:00:00,13.7,118.3,WP,MM
1969328N09138,1969-11-23 12:00:00,8.55,137.65,WP,MM
1969335N12138,1969-12-01 06:00:00,12.0,138.0,WP,MM
1969352N10146,1969-12-18 00:00:00,9.7,146.25,WP,MM
1970050N07151,1970-02-19 00:00:00,7.0,151.4,WP,MM
1970073N07138,1970-03-14 06:00:00,6.7,137.5,WP,MM
1970162N17116,1970-06-11 06:00:00,16.5,116.1,WP,MM
1970166N17111,1970-06-14 12:00:00,17.0,111.4,WP,MM
1970172N15111,1970-06-20 12:00:00,14.5,111.2,WP,MM
1970177N07142,1970-06-26 00:00:00,6.8,141.5,WP,MM
1970178N07153,1970-06-26 12:00:00,7.0,153.4,WP,MM
1970187N37137,1970-07-06 00:00:00,36.6,137.1,WP,MM
1970190N12140,1970-07-08 12:00:00,11.7,140.0,WP,MM
1970192N30158,1970-07-10 12:00:00,30.0,158.0,WP,MM
1970196N19154,1970-07-15 06:00:00,19.0,154.0,WP,MM
1970200N24161,1970-07-19 06:00:00,23.65,161.45,WP,MM
1970203N19147,1970-07-21 12:00:00,18.8,147.2,WP,MM
1970206N25150,1970-07-25 00:00:00,25.4,149.5,WP,MM
1970207N21139,1970-07-26 00:00:00,20.8,139.3,WP,MM
1970209N25140,1970-07-27 18:00:00,25.3,140.0,WP,MM
1970213N24120,1970-08-01 00:00:00,23.5,119.9,WP,MM
1970215N21137,1970-08-03 06:00:00,20.65,136.75,WP,MM
1970219N18140,1970-08-07 00:00:00,17.5,140.0,WP,MM
1970225N12149,1970-08-13 06:00:00,11.7,149.3,WP,MM
1970227N17148,1970-08-15 00:00:00,17.0,148.0,WP,MM
1970228N17117,1970-08-16 06:00:00,17.3,116.5,WP,MM
1970231N30149,1970-08-18 12:00:00,30.1,148.5,WP,MM
1970233N15138,1970-08-21 00:00:00,14.75,137.75,WP,MM
1970233N17155,1970-08-21 00:00:00,17.4,154.8,WP,MM
1970237N25168,1970-08-25 00:00:00,25.0,167.5,WP,MM
1970237N28154,1970-08-25 00:00:00,28.0,154.0,WP,MM
1970242N22124,1970-08-29 18:00:00,22.3,124.4,WP,MM
1970245N19131,1970-09-01 12:00:00,18.5,131.0,WP,MM
1970246N14142,1970-09-02 12:00:00,13.6,142.3,WP,MM
1970247N10151,1970-09-04 06:00:00,10.0,151.0,WP,MM
1970247N18111,1970-09-03 12:00:00,17.5,111.4,WP,MM
1970250N15140,1970-09-07 00:00:00,15.0,140.0,WP,MM
1970259N24166,1970-09-16 00:00:00,23.5,165.7,WP,MM
1970261N09140,1970-09-17 12:00:00,9.5,140.2,WP,MM
1970262N13175,1970-09-18 12:00:00,13.2,175.0,WP,MM
1970266N12112,1970-09-23 00:00:00,11.6,112.1,WP,MM
1970271N10132,1970-09-27 12:00:00,10.0,132.0,WP,MM
1970275N11112,1970-10-02 00:00:00,11.25,112.4,WP,MM
1970275N16137,1970-10-01 12:00:00,16.0,137.0,WP,MM
1970277N10151,1970-10-04 06:00:00,10.0,150.9,WP,MM
1970279N14147,1970-10-06 00:00:00,13.8,147.0,WP,MM
1970282N08147,1970-10-09 00:00:00,7.6,147.0,WP,MM
1970286N06143,1970-10-13 06:00:00,5.7,143.1,WP,MM
1970287N26164,1970-10-14 00:00:00,25.7,163.8,WP,MM
1970296N07134,1970-10-23 06:00:00,7.0,134.0,WP,MM
1970299N10157,1970-10-26 00:00:00,10.0,156.6,WP,MM
1970305N10111,1970-11-01 00:00:00,9.5,111.2,WP,MM
1970315N08128,1970-11-10 18:00:00,7.8,128.0,WP,MM
1970318N13157,1970-11-13 18:00:00,13.0,157.0,WP,MM
1970324N05143,1970-11-20 00:00:00,5.1,143.0,WP,MM
1970349N11115,1970-12-14 12:00:00,11.0,115.3,WP,MM
1971008N07139,1971-01-08 00:00:00,7.2,139.2,WP,MM
1971008N08143,1971-01-08 06:00:00,8.2,142.5,WP,MM
1971074N06134,1971-03-15 00:00:00,5.7,133.8,WP,MM
1971081N22140,1971-03-22 03:00:00,22.4868,140.405,WP,MM
1971093N28158,1971-04-03 00:00:00,28.0,157.8,WP,MM
1971096N07151,1971-04-06 06:00:00,7.1,151.0,WP,MM
1971098N08142,1971-04-07 12:00:00,8.0,142.0,WP,MM
1971109N27140,1971-04-19 06:00:00,27.1,140.4,WP,MM
1971112N11132,1971-04-22 00:00:00,10.7,131.65,WP,MM
1971118N05155,1971-04-27 18:00:00,5.0,155.0,WP,MM
1971122N14120,1971-05-02 06:00:00,14.3,119.7,WP,MM
1971136N10137,1971-05-16 00:00:00,10.4,136.8,WP,MM
1971137N10129,1971-05-17 00:00:00,10.0,128.9,WP,MM
1971141N07156,1971-05-21 00:00:00,7.2,156.0,WP,MM
1971147N09139,1971-05-27 06:00:00,8.5,138.8,WP,MM
1971160N10135,1971-06-09 00:00:00,10.0,135.0,WP,MM
1971163N10130,1971-06-11 12:00:00,9.8,130.0,WP,MM
1971164N12115,1971-06-13 06:00:00,11.5,114.8,WP,MM
1971173N09136,1971-06-22 00:00:00,9.0,136.0,WP,MM
1971181N09138,1971-06-30 00:00:00,8.63333,137.567,WP,MM
1971185N23137,1971-07-04 00:00:00,23.0,137.0,WP,MM
1971189N12130,1971-07-08 00:00:00,12.1,130.3,WP,MM
1971190N09141,1971-07-08 18:00:00,8.9,140.9,WP,MM
1971192N07153,1971-07-11 00:00:00,7.0,153.0,WP,MM
1971195N13142,1971-07-13 21:00:00,13.4599,142.388,WP,MM
1971200N11144,1971-07-19 00:00:00,11.3333,143.767,WP,MM
1971201N24120,1971-07-20 00:00:00,23.5,119.8,WP,MM
1971205N10153,1971-07-24 06:00:00,10.2,153.2,WP,MM
1971216N11143,1971-08-03 12:00:00,11.0,142.7,WP,MM
1971218N08161,1971-08-06 06:00:00,8.4,161.2,WP,MM
1971220N21126,1971-08-08 00:00:00,20.8,126.0,WP,MM
1971222N23155,1971-08-10 00:00:00,22.5,155.2,WP,MM
1971231N24151,1971-08-18 12:00:00,23.5,151.0,WP,MM
1971235N23166,1971-08-23 00:00:00,23.0,166.4,WP,MM
1971240N11113,1971-08-28 06:00:00,10.7,112.5,WP,MM
1971242N09135,1971-08-30 00:00:00,9.2,135.0,WP,MM
1971246N22172,1971-09-03 00:00:00,22.3,171.9,WP,MM
1971251N18127,1971-09-08 06:00:00,17.8,127.3,WP,MM
1971255N17158,1971-09-12 00:00:00,17.0,158.0,WP,MM
1971255N20131,1971-09-11 15:00:00,19.7626,131.035,WP,MM
1971256N25162,1971-09-13 00:00:00,25.0,162.0,WP,MM
1971257N26157,1971-09-13 18:00:00,25.9,156.9,WP,MM
1971258N20158,1971-09-15 00:00:00,19.7,158.4,WP,MM
1971266N16145,1971-09-22 12:00:00,16.0,145.0,WP,MM
1971267N12130,1971-09-24 00:00:00,12.1,129.9,WP,MM
1971267N27119,1971-09-23 15:00:00,26.9766,118.509,WP,MM
1971269N17116,1971-09-25 12:00:00,16.8,115.9,WP,MM
1971274N06134,1971-10-01 00:00:00,6.15,133.85,WP,MM
1971274N06143,1971-10-01 00:00:00,6.0,143.0,WP,MM
1971275N10176,1971-10-02 00:00:00,10.4,175.7,WP,MM
1971278N18134,1971-10-05 06:00:00,18.0,134.0,WP,MM
1971280N09141,1971-10-07 00:00:00,9.3,141.0,WP,MM
1971281N16134,1971-10-07 18:00:00,15.8032,133.758,WP,MM
1971287N17125,1971-10-13 15:00:00,17.3449,124.96,WP,MM
1971291N11134,1971-10-18 00:00:00,10.5,134.0,WP,MM
1971308N09163,1971-11-04 00:00:00,9.0,163.0,WP,MM
1971309N23172,1971-11-05 00:00:00,22.8,171.9,WP,MM
1971311N06141,1971-11-07 00:00:00,6.1,140.9,WP,MM
1971319N06108,1971-11-15 00:00:00,5.5,107.5,WP,MM
1971322N03111,1971-11-17 15:00:00,3.31251,111.13,WP,MM
1971324N06112,1971-11-20 00:00:00,6.2,111.5,WP,MM
1971331N11114,1971-11-27 00:00:00,11.0,113.8,WP,MM
1971362N10130,1971-12-27 18:00:00,10.3,130.3,WP,MM
1972004N10142,1972-01-04 00:00:00,9.95,142.15,WP,MM
1972059N08133,1972-02-28 06:00:00,7.8,133.1,WP,MM
1972090N05154,1972-03-30 00:00:00,4.5,154.4,WP,MM
1972091N05158,1972-03-31 09:00:00,4.54997,158.385,WP,MM
1972148N07168,1972-05-27 06:00:00,6.5,168.0,WP,MM
1972152N09146,1972-05-31 00:00:00,8.5,146.0,WP,MM
1972153N13112,1972-06-01 06:00:00,12.8,112.1,WP,MM
1972153N14117,1972-06-01 00:00:00,14.36,116.64,WP,MM
1972157N20112,1972-06-05 03:00:00,20.1594,112.389,WP,MM
1972161N16123,1972-06-09 00:00:00,16.2,123.0,WP,MM
1972174N11137,1972-06-21 18:00:00,11.0,137.2,WP,MM
1972187N08161,1972-07-04 18:00:00,8.0,161.0,WP,MM
1972187N09150,1972-07-05 00:00:00,9.46,150.46,WP,MM
1972187N11126,1972-07-05 00:00:00,11.4,126.4,WP,MM
1972187N14112,1972-07-05 00:00:00,14.4,111.5,WP,MM
1972187N14128,1972-07-05 00:00:00,14.2,128.2,WP,MM
1972189N11171,1972-07-07 00:00:00,11.2,170.9,WP,MM
1972202N11165,1972-07-19 18:00:00,11.3,164.8,WP,MM
1972204N20148,1972-07-22 00:00:00,19.7,147.8,WP,MM
1972210N07162,1972-07-28 00:00:00,7.0,162.4,WP,MM
1972210N21132,1972-07-27 12:00:00,20.8,131.8,WP,MM
1972221N11151,1972-08-08 00:00:00,11.02,151.44,WP,MM
1972234N17128,1972-08-21 00:00:00,16.8,128.0,WP,MM
1972237N17118,1972-08-24 00:00:00,16.9,117.7,WP,MM
1972238N24165,1972-08-24 12:00:00,24.0,164.5,WP,MM
1972242N22104,1972-08-29 03:00:00,21.8253,103.856,WP,MM
1972242N41163,1972-08-29 03:00:00,40.5953,163.097,WP,MM
1972244N12123,1972-08-30 12:00:00,12.0,123.0,WP,MM
1972246N21157,1972-09-01 12:00:00,21.1,156.8,WP,MM
1972251N12137,1972-09-07 06:00:00,11.6,137.1,WP,MM
1972254N14145,1972-09-10 06:00:00,14.2,144.8,WP,MM
1972255N15130,1972-09-10 18:00:00,15.0,130.0,WP,MM
1972256N10162,1972-09-12 00:00:00,10.0,162.4,WP,MM
1972260N16152,1972-09-16 00:00:00,15.8,152.4,WP,MM
1972271N15125,1972-09-27 06:00:00,15.0,125.0,WP,MM
1972272N12167,1972-09-27 18:00:00,11.9,166.9,WP,MM
1972278N14171,1972-10-04 00:00:00,14.0,170.5,WP,MM
1972289N14173,1972-10-15 00:00:00,14.1,172.5,WP,MM
1972295N07178,1972-10-20 12:00:00,7.1,177.9,WP,MM
1972307N12142,1972-11-02 06:00:00,12.2,142.3,WP,MM
1972307N18144,1972-11-02 00:00:00,17.6,143.6,WP,MM
1972314N26115,1972-11-09 00:00:00,25.6,114.8,WP,MM
1972335N06142,1972-11-30 00:00:00,6.2,141.8,WP,MM
1972335N08116,1972-11-30 00:00:00,8.18333,115.867,WP,MM
1972347N06171,1972-12-11 18:00:00,5.74,171.06,WP,MM
1973179N11128,1973-06-28 06:00:00,10.5,127.8,WP,MM
1973184N11110,1973-07-03 06:00:00,10.8,110.0,WP,MM
1973192N10129,1973-07-11 06:00:00,10.0,129.1,WP,MM
1973193N13111,1973-07-11 12:00:00,12.7,111.3,WP,MM
1973193N26164,1973-07-12 00:00:00,26.1,163.9,WP,MM
1973197N20136,1973-07-16 00:00:00,20.0,136.05,WP,MM
1973204N10141,1973-07-23 06:00:00,10.0,141.0,WP,MM
1973217N19123,1973-08-05 06:00:00,19.0,123.0,WP,MM
1973219N17142,1973-08-06 12:00:00,17.3,142.3,WP,MM
1973220N23159,1973-08-08 00:00:00,22.7,158.8,WP,MM
1973222N25168,1973-08-10 00:00:00,24.5,168.4,WP,MM
1973229N20134,1973-08-17 00:00:00,20.06,133.58,WP,MM
1973232N17124,1973-08-20 06:00:00,17.0,124.0,WP,MM
1973232N24120,1973-08-20 00:00:00,23.7,120.0,WP,MM
1973236N23125,1973-08-24 00:00:00,22.6,124.8,WP,MM
1973240N18112,1973-08-28 00:00:00,17.8,111.9,WP,MM
1973242N12136,1973-08-30 00:00:00,12.0,136.0,WP,MM
1973253N14129,1973-09-10 00:00:00,14.45,128.5,WP,MM
1973263N15115,1973-09-20 06:00:00,15.0,115.0,WP,MM
1973274N10136,1973-10-01 00:00:00,10.28,136.46,WP,MM
1973277N11114,1973-10-03 18:00:00,11.0,114.0,WP,MM
1973278N13144,1973-10-05 00:00:00,13.1,144.0,WP,MM
1973282N14108,1973-10-08 12:00:00,14.3,108.3,WP,MM
1973284N12144,1973-10-10 18:00:00,12.0,144.1,WP,MM
1973300N10134,1973-10-27 00:00:00,9.5,133.8,WP,MM
1973313N12116,1973-11-09 00:00:00,11.9,115.8,WP,MM
1973317N08122,1973-11-13 06:00:00,7.5,122.0,WP,MM
1973320N05142,1973-11-16 00:00:00,5.0,142.0,WP,MM
1973349N09117,1973-12-15 00:00:00,9.0,117.0,WP,MM
1973355N01152,1973-12-21 00:00:00,0.5,152.0,WP,MM
1973358N09119,1973-12-24 00:00:00,9.0,118.5,WP,MM
1974008N07132,1974-01-08 06:00:00,7.0,132.0,WP,MM
1974072N08147,1974-03-12 18:00:00,8.0,146.5,WP,MM
1974115N07150,1974-04-25 00:00:00,7.1,150.0,WP,MM
1974121N09154,1974-05-01 00:00:00,8.7,154.14,WP,MM
1974156N06144,1974-06-05 06:00:00,6.0,144.0,WP,MM
1974157N18112,1974-06-05 18:00:00,18.0,111.8,WP,MM
1974163N08141,1974-06-12 00:00:00,8.1,141.1,WP,MM
1974168N17147,1974-06-17 00:00:00,17.0,147.0,WP,MM
1974177N17153,1974-06-26 00:00:00,16.85,153.0,WP,MM
1974187N17128,1974-07-06 06:00:00,17.2,127.6,WP,MM
1974194N10151,1974-07-13 00:00:00,10.25,151.0,WP,MM
1974196N16133,1974-07-14 12:00:00,16.1,132.9,WP,MM
1974197N11147,1974-07-16 00:00:00,11.2,146.9,WP,MM
1974203N21165,1974-07-22 00:00:00,21.0,165.12,WP,MM
1974219N16117,1974-08-07 00:00:00,16.0,117.0,WP,MM
1974219N17128,1974-08-07 00:00:00,17.0,128.0,WP,MM
1974220N24142,1974-08-07 18:00:00,23.8,141.9,WP,MM
1974222N15149,1974-08-10 00:00:00,14.5,148.6,WP,MM
1974223N16157,1974-08-11 00:00:00,16.0,157.0,WP,MM
1974224N16150,1974-08-11 12:00:00,16.2,150.0,WP,MM
1974224N21111,1974-08-12 06:00:00,20.8,111.2,WP,MM
1974227N17126,1974-08-15 00:00:00,16.5,126.4,WP,MM
1974231N25142,1974-08-19 00:00:00,25.2,141.8,WP,MM
1974234N28121,1974-08-21 15:00:00,28.1925,120.65,WP,MM
1974236N18154,1974-08-24 00:00:00,18.2,153.8,WP,MM
1974237N21117,1974-08-24 18:00:00,21.0,116.5,WP,MM
1974238N23125,1974-08-26 00:00:00,22.8,125.0,WP,MM
1974245N24123,1974-09-02 00:00:00,23.5,122.8,WP,MM
1974246N22117,1974-09-03 06:00:00,21.8,116.8,WP,MM
1974254N23153,1974-09-10 12:00:00,22.5,152.9,WP,MM
1974257N20124,1974-09-13 18:00:00,20.3,124.2,WP,MM
1974262N16146,1974-09-19 06:00:00,16.2,146.4,WP,MM
1974264N18162,1974-09-21 00:00:00,18.0,161.5,WP,MM
1974280N11143,1974-10-07 00:00:00,11.0,142.9,WP,MM
1974286N11138,1974-10-12 12:00:00,11.0,138.4,WP,MM
1974291N10150,1974-10-18 00:00:00,10.0,150.0,WP,MM
1974296N14148,1974-10-22 12:00:00,13.5,147.5,WP,MM
1974303N13130,1974-10-30 06:00:00,13.0,129.5,WP,MM
1974306N07142,1974-11-02 00:00:00,6.6,142.0,WP,MM
1974315N09135,1974-11-10 12:00:00,9.0,135.0,WP,MM
1974317N13126,1974-11-12 18:00:00,13.0,126.0,WP,MM
1974324N08146,1974-11-20 00:00:00,8.2,145.7,WP,MM
1974349N11126,1974-12-14 12:00:00,11.0,126.4,WP,MM
1974352N09140,1974-12-18 00:00:00,8.72,140.12,WP,MM
1975019N09140,1975-01-19 00:00:00,9.0,140.0,WP,MM
1975111N05132,1975-04-21 00:00:00,4.5,132.0,WP,MM
1975166N16116,1975-06-14 12:00:00,16.0,115.5,WP,MM
1975184N18145,1975-07-03 06:00:00,17.5,145.0,WP,MM
1975205N18143,1975-07-24 06:00:00,17.5,143.4,WP,MM
