SID,ISO_TIME,LAT,LON,BASIN,SUBBASIN
1907258N16135,1907-09-14 18:00:00,16.4293,134.454,WP,MM
1907259N22142,1907-09-15 18:00:00,22.2498,142.131,WP,MM
1907269N17145,1907-09-25 18:00:00,17.0151,144.29,WP,MM
1907299N15126,1907-10-25 18:00:00,14.8337,124.615,WP,MM
1907309N18147,1907-11-04 18:00:00,18.1225,146.057,WP,MM
1907319N16134,1907-11-14 18:00:00,16.5129,133.729,WP,MM
1908144N14116,1908-05-22 18:00:00,13.6511,115.529,WP,MM
1908171N15127,1908-06-18 18:00:00,15.5581,127.071,WP,MM
1908208N19123,1908-07-25 18:00:00,19.1817,122.666,WP,MM
1908214N18120,1908-07-31 18:00:00,17.7993,119.82,WP,MM
1908217N21128,1908-08-03 18:00:00,21.2445,128.398,WP,MM
1908229N20124,1908-08-15 18:00:00,21.0648,123.594,WP,MM
1908232N14127,1908-08-19 06:00:00,14.9385,127.288,WP,MM
1908245N23136,1908-08-31 18:00:00,22.6752,135.559,WP,MM
1908251N20139,1908-09-06 18:00:00,19.5234,138.328,WP,MM
1908262N15126,1908-09-17 18:00:00,14.5331,125.978,WP,MM
1908266N10132,1908-09-21 18:00:00,9.98213,131.066,WP,MM
1908278N13129,1908-10-03 18:00:00,13.8594,127.547,WP,MM
1908282N14129,1908-10-07 18:00:00,14.5993,127.777,WP,MM
1908285N13129,1908-10-10 18:00:00,13.0861,128.774,WP,MM
1908287N18150,1908-10-12 18:00:00,18.3999,148.74,WP,MM
1908318N10128,1908-11-12 18:00:00,9.75062,127.729,WP,MM
1908324N13136,1908-11-18 18:00:00,13.0997,133.887,WP,MM
1908338N06142,1908-12-02 18:00:00,6.69555,140.41,WP,MM
1909148N15116,1909-05-27 18:00:00,15.4552,115.869,WP,MM
1909172N19115,1909-06-20 18:00:00,19.2222,115.05,WP,MM
1909191N18114,1909-07-09 18:00:00,18.4669,114.006,WP,MM
1909194N19126,1909-07-12 18:00:00,18.6973,125.217,WP,MM
1909200N16117,1909-07-18 18:00:00,15.8517,115.947,WP,MM
1909204N18117,1909-07-22 18:00:00,18.4093,116.432,WP,MM
1909209N16117,1909-07-27 18:00:00,16.1932,117.394,WP,MM
1909215N27133,1909-08-02 18:00:00,27.3506,133.191,WP,MM
1909216N26147,1909-08-03 18:00:00,26.0036,146.638,WP,MM
1909250N17119,1909-09-06 18:00:00,16.917,118.563,WP,MM
1909253N24138,1909-09-09 18:00:00,23.7966,136.652,WP,MM
1909257N14114,1909-09-13 18:00:00,13.6592,113.504,WP,MM
1909260N22135,1909-09-16 18:00:00,21.7482,134.23,WP,MM
1909262N18120,1909-09-18 18:00:00,17.6994,120.006,WP,MM
1909274N16128,1909-09-30 18:00:00,16.1514,127.887,WP,MM
1909277N16127,1909-10-04 06:00:00,15.8652,126.135,WP,MM
1909280N19135,1909-10-06 18:00:00,19.9321,135.059,WP,MM
1909290N14126,1909-10-16 18:00:00,14.038,125.425,WP,MM
1909293N11143,1909-10-19 18:00:00,10.8321,142.465,WP,MM
1909300N11130,1909-10-26 18:00:00,11.0968,129.287,WP,MM
1909309N09129,1909-11-04 18:00:00,8.95991,128.556,WP,MM
1909318N12134,1909-11-13 18:00:00,12.2693,132.383,WP,MM
1909350N09115,1909-12-15 18:00:00,8.51843,114.639,WP,MM
1910075N09133,1910-03-15 18:00:00,9.77404,131.858,WP,MM
1910128N17124,1910-05-08 09:00:00,16.6,124.2,WP,MM
1910136N14134,1910-05-15 18:00:00,14.8574,132.99,WP,MM
1910136N18129,1910-05-15 18:00:00,18.2552,128.927,WP,MM
1910143N15114,1910-05-23 06:00:00,15.162,114.384,WP,MM
1910173N13112,1910-06-21 18:00:00,13.6102,112.044,WP,MM
1910178N20121,1910-06-27 06:00:00,19.4988,120.605,WP,MM
1910185N17112,1910-07-04 06:00:00,17.0685,111.117,WP,MM
1910196N18128,1910-07-14 18:00:00,18.0312,127.771,WP,MM
1910205N21145,1910-07-23 18:00:00,21.2551,144.626,WP,MM
1910219N20124,1910-08-06 18:00:00,20.0606,123.758,WP,MM
1910222N20126,1910-08-09 18:00:00,20.1918,125.432,WP,MM
1910237N16115,1910-08-24 18:00:00,15.5923,114.584,WP,MM
1910240N21122,1910-08-28 06:00:00,20.8845,121.56,WP,MM
1910242N24131,1910-08-29 18:00:00,23.6252,131.119,WP,MM
1910247N21126,1910-09-03 18:00:00,20.9124,126.113,WP,MM
1910251N17112,1910-09-07 18:00:00,17.208,111.513,WP,MM
1910261N15112,1910-09-17 18:00:00,15.5358,111.297,WP,MM
1910266N17116,1910-09-22 18:00:00,17.3599,115.712,WP,MM
1910267N17127,1910-09-23 18:00:00,16.7123,126.019,WP,MM
1910269N16128,1910-09-25 18:00:00,16.0573,127.938,WP,MM
1910273N24132,1910-09-29 18:00:00,23.6654,131.943,WP,MM
1910281N18131,1910-10-07 18:00:00,18.1138,130.143,WP,MM
1910301N09137,1910-10-27 18:00:00,9.03344,136.819,WP,MM
1910317N11129,1910-11-12 18:00:00,11.2841,127.866,WP,MM
1910326N13129,1910-11-21 18:00:00,13.2728,127.345,WP,MM
1910336N07132,1910-12-01 18:00:00,7.33851,131.158,WP,MM
1911059N06144,1911-02-27 18:00:00,6.46677,142.813,WP,MM
1911112N08135,1911-04-21 18:00:00,9.04539,133.089,WP,MM
1911122N08142,1911-05-01 18:00:00,7.63179,141.104,WP,MM
1911144N16133,1911-05-23 18:00:00,16.2221,131.474,WP,MM
1911162N15147,1911-06-11 09:00:00,14.7,147.2,WP,MM
1911181N13134,1911-06-29 18:00:00,13.7035,132.464,WP,MM
1911190N19129,1911-07-08 18:00:00,19.1783,128.651,WP,MM
1911193N16133,1911-07-11 18:00:00,16.005,132.755,WP,MM
1911200N16149,1911-07-19 09:00:00,15.7,149.0,WP,MM
1911203N15117,1911-07-21 18:00:00,15.685,117.236,WP,MM
1911209N16137,1911-07-27 18:00:00,15.8467,136.332,WP,MM
1911212N19146,1911-07-31 09:00:00,18.8,146.0,WP,MM
1911217N18145,1911-08-04 21:00:00,17.5,144.5,WP,MM
1911223N13147,1911-08-11 09:00:00,13.2,146.7,WP,MM
1911229N23146,1911-08-16 21:00:00,22.8,146.0,WP,MM
1911233N19143,1911-08-21 09:00:00,18.8,143.3,WP,MM
1911234N15115,1911-08-21 18:00:00,15.2998,114.775,WP,MM
1911240N14141,1911-08-27 21:00:00,14.1,141.2,WP,MM
1911254N12144,1911-09-11 09:00:00,12.4,143.5,WP,MM
1911259N13149,1911-09-16 09:00:00,13.2,148.9,WP,MM
1911268N12129,1911-09-24 18:00:00,12.4657,128.593,WP,MM
1911271N20146,1911-09-27 18:00:00,20.4103,145.538,WP,MM
1911284N12141,1911-10-11 06:00:00,12.0204,140.914,WP,MM
1911292N10150,1911-10-18 18:00:00,10.7696,149.07,WP,MM
1911297N14135,1911-10-24 09:00:00,13.6,134.7,WP,MM
1911304N10146,1911-10-30 18:00:00,10.1836,145.249,WP,MM
1911338N10150,1911-12-03 18:00:00,9.90735,149.134,WP,MM
1912075N16126,1912-03-15 09:00:00,16.3,126.3,WP,MM
1912181N25125,1912-06-28 18:00:00,25.0847,124.88,WP,MM
1912200N12126,1912-07-17 18:00:00,12.0194,125.971,WP,MM
1912210N12124,1912-07-27 18:00:00,11.6577,123.021,WP,MM
1912210N15123,1912-07-28 06:00:00,15.7586,122.361,WP,MM
1912224N18134,1912-08-10 18:00:00,17.9691,133.622,WP,MM
1912230N19130,1912-08-16 18:00:00,18.8549,130.205,WP,MM
1912235N20130,1912-08-21 18:00:00,20.7166,129.849,WP,MM
1912239N18129,1912-08-25 18:00:00,17.9746,128.85,WP,MM
1912242N18147,1912-08-28 18:00:00,18.3492,146.36,WP,MM
1912246N16123,1912-09-01 18:00:00,16.4895,122.242,WP,MM
1912251N10138,1912-09-06 18:00:00,10.447,136.193,WP,MM
1912255N14138,1912-09-10 18:00:00,13.7524,138.179,WP,MM
1912259N10145,1912-09-15 09:00:00,10.3,145.2,WP,MM
1912268N12134,1912-09-24 06:00:00,12.0914,133.734,WP,MM
1912274N18138,1912-09-30 09:00:00,18.3,138.0,WP,MM
1912281N15140,1912-10-06 18:00:00,15.1964,139.156,WP,MM
1912287N07147,1912-10-13 09:00:00,7.4,146.9,WP,MM
1912288N09132,1912-10-13 18:00:00,9.07885,131.291,WP,MM
1912294N13148,1912-10-20 09:00:00,13.5,148.4,WP,MM
1912298N12133,1912-10-23 18:00:00,11.8201,132.684,WP,MM
1912306N11130,1912-10-31 18:00:00,10.7014,129.53,WP,MM
1912308N05143,1912-11-03 06:00:00,5.207,142.569,WP,MM
1912322N08146,1912-11-17 09:00:00,7.9,145.5,WP,MM
1912327N07142,1912-11-21 18:00:00,7.3361,141.464,WP,MM
1912330N06147,1912-11-24 18:00:00,5.59808,147.25,WP,MM
1912336N13143,1912-12-01 09:00:00,12.7,143.0,WP,MM
1912351N10147,1912-12-16 09:00:00,9.6,147.0,WP,MM
1912362N20123,1912-12-27 09:00:00,19.7,122.6,WP,MM
1913124N11132,1913-05-04 12:00:00,11.1176,131.198,WP,MM
1913195N11132,1913-07-14 00:00:00,10.8064,131.856,WP,MM
1913205N20122,1913-07-24 00:00:00,20.3175,121.68,WP,MM
1913207N15136,1913-07-26 12:00:00,14.6,135.928,WP,MM
1913224N10140,1913-08-12 12:00:00,9.82987,140.21,WP,MM
1913235N19134,1913-08-23 09:00:00,19.0,134.3,WP,MM
1913240N16118,1913-08-28 12:00:00,15.701,117.863,WP,MM
1913242N19145,1913-08-30 09:00:00,19.0,144.7,WP,MM
1913243N12141,1913-08-31 12:00:00,11.9476,140.452,WP,MM
1913252N23131,1913-09-09 12:00:00,23.1854,130.99,WP,MM
1913257N16144,1913-09-14 09:00:00,16.4,143.6,WP,MM
1913257N17133,1913-09-14 00:00:00,17.4166,132.547,WP,MM
1913261N14147,1913-09-18 09:00:00,14.0,147.0,WP,MM
1913274N20143,1913-10-01 12:00:00,20.0665,143.023,WP,MM
1913278N25128,1913-10-05 12:00:00,24.5667,128.233,WP,MM
1913284N15130,1913-10-11 00:00:00,15.1158,129.546,WP,MM
1913287N22135,1913-10-14 12:00:00,22.3605,135.274,WP,MM
1913300N24133,1913-10-27 00:00:00,24.252,133.746,WP,MM
1913314N12147,1913-11-10 12:00:00,12.4495,146.781,WP,MM
1913355N05141,1913-12-21 12:00:00,5.24183,140.346,WP,MM
1914143N12142,1914-05-23 12:00:00,12.4042,141.381,WP,MM
1914155N16114,1914-06-04 12:00:00,15.7075,114.007,WP,MM
1914168N11131,1914-06-17 12:00:00,10.6381,130.355,WP,MM
1914177N13134,1914-06-26 12:00:00,13.5769,133.684,WP,MM
1914183N11143,1914-07-02 12:00:00,11.5681,141.76,WP,MM
1914189N15145,1914-07-08 12:00:00,15.3999,144.37,WP,MM
1914195N18146,1914-07-14 12:00:00,17.5427,145.142,WP,MM
1914202N17146,1914-07-21 12:00:00,16.9649,145.308,WP,MM
1914222N18131,1914-08-10 12:00:00,18.1334,131.081,WP,MM
1914223N24145,1914-08-11 12:00:00,24.0579,144.803,WP,MM
1914228N17144,1914-08-16 12:00:00,16.787,143.587,WP,MM
1914235N20108,1914-08-23 12:00:00,20.1029,108.257,WP,MM
1914240N20119,1914-08-28 00:00:00,19.7307,118.579,WP,MM
1914240N26146,1914-08-28 12:00:00,26.1503,145.567,WP,MM
1914242N17130,1914-08-30 12:00:00,17.1027,130.303,WP,MM
1914249N16145,1914-09-06 12:00:00,16.1477,144.672,WP,MM
1914255N21142,1914-09-12 12:00:00,21.372,141.325,WP,MM
1914262N20121,1914-09-19 12:00:00,20.1843,120.754,WP,MM
1914265N13131,1914-09-22 12:00:00,13.295,130.502,WP,MM
1914266N12143,1914-09-23 12:00:00,12.3612,142.699,WP,MM
1914275N14113,1914-10-02 00:00:00,14.3078,113.233,WP,MM
1914282N15146,1914-10-09 12:00:00,15.071,145.36,WP,MM
1914320N11130,1914-11-16 12:00:00,11.1756,129.686,WP,MM
1914330N10127,1914-11-26 12:00:00,10.1209,127.657,WP,MM
1915033N17130,1915-02-02 09:00:00,17.2,129.8,WP,MM
1915047N17146,1915-02-16 09:00:00,17.0,146.3,WP,MM
1915131N18111,1915-05-11 09:00:00,17.9,111.4,WP,MM
1915135N21119,1915-05-15 00:00:00,21.203,118.951,WP,MM
1915147N17112,1915-05-27 00:00:00,16.6212,112.172,WP,MM
1915178N17117,1915-06-27 12:00:00,16.7423,116.725,WP,MM
1915201N17141,1915-07-20 00:00:00,16.6008,140.564,WP,MM
1915202N24123,1915-07-21 12:00:00,24.0034,123.436,WP,MM
1915211N17116,1915-07-30 12:00:00,16.7032,116.205,WP,MM
1915212N22143,1915-07-31 12:00:00,22.0827,142.667,WP,MM
1915231N16128,1915-08-19 12:00:00,15.7935,127.817,WP,MM
1915237N24128,1915-08-25 12:00:00,24.1834,127.866,WP,MM
1915245N16148,1915-09-02 09:00:00,16.4,147.8,WP,MM
1915253N22145,1915-09-10 12:00:00,21.8478,145.163,WP,MM
1915254N16110,1915-09-11 12:00:00,16.2279,110.066,WP,MM
1915265N18147,1915-09-22 09:00:00,17.8,146.8,WP,MM
1915276N17146,1915-10-03 09:00:00,17.1,145.6,WP,MM
1915282N12120,1915-10-09 00:00:00,11.9956,119.362,WP,MM
1915288N07129,1915-10-15 09:00:00,6.6,128.9,WP,MM
1915289N11114,1915-10-16 00:00:00,11.6012,113.536,WP,MM
1915294N24136,1915-10-21 09:00:00,24.1,136.3,WP,MM
1915295N12130,1915-10-22 12:00:00,11.799,130.411,WP,MM
1915298N11145,1915-10-25 12:00:00,11.2635,143.677,WP,MM
1915306N12134,1915-11-02 12:00:00,11.6704,133.86,WP,MM
1915314N13125,1915-11-10 12:00:00,13.1767,124.954,WP,MM
1915319N18140,1915-11-15 12:00:00,18.7943,140.59,WP,MM
1915339N10131,1915-12-05 00:00:00,10.06,130.238,WP,MM
1916014N10128,1916-01-14 12:00:00,10.0511,127.865,WP,MM
1916022N08129,1916-01-22 12:00:00,8.19911,128.284,WP,MM
1916108N11128,1916-04-17 12:00:00,10.9137,127.871,WP,MM
1916148N08124,1916-05-27 00:00:00,8.43414,123.528,WP,MM
1916153N20111,1916-06-01 12:00:00,20.3803,110.708,WP,MM
1916163N16114,1916-06-11 00:00:00,16.4312,113.846,WP,MM
1916207N25139,1916-07-25 12:00:00,24.6745,138.995,WP,MM
1916225N22118,1916-08-12 12:00:00,22.0792,117.973,WP,MM
1916225N24137,1916-08-12 12:00:00,24.3751,137.569,WP,MM
1916230N26124,1916-08-17 12:00:00,25.6356,124.296,WP,MM
1916248N17128,1916-09-04 00:00:00,16.9562,127.39,WP,MM
1916260N13118,1916-09-16 00:00:00,13.2114,117.928,WP,MM
1916267N19129,1916-09-23 00:00:00,18.788,128.318,WP,MM
1916276N11129,1916-10-02 09:00:00,11.0,129.0,WP,MM
1916282N12119,1916-10-08 00:00:00,12.2028,118.272,WP,MM
1916282N15130,1916-10-08 09:00:00,15.5,129.8,WP,MM
1916305N23138,1916-10-31 09:00:00,23.4,137.8,WP,MM
1916308N10117,1916-11-03 12:00:00,10.0756,116.09,WP,MM
1916309N18140,1916-11-04 09:00:00,18.0,140.0,WP,MM
1916320N14130,1916-11-15 12:00:00,14.0113,129.598,WP,MM
1916320N15139,1916-11-15 09:00:00,15.2,138.7,WP,MM
1917193N19124,1917-07-12 12:00:00,19.261,124.087,WP,MM
1917198N14127,1917-07-17 00:00:00,13.9518,126.056,WP,MM
1917211N22127,1917-07-30 00:00:00,21.6338,126.907,WP,MM
1917223N15127,1917-08-11 00:00:00,15.3456,126.759,WP,MM
1917228N16128,1917-08-15 21:00:00,15.6,128.0,WP,MM
1917239N13132,1917-08-27 09:00:00,12.8,131.5,WP,MM
1917246N16116,1917-09-03 00:00:00,16.3185,115.701,WP,MM
1917247N11127,1917-09-04 09:00:00,11.0,126.9,WP,MM
1917251N14133,1917-09-08 09:00:00,14.3,132.7,WP,MM
1917267N10129,1917-09-24 09:00:00,10.0,128.8,WP,MM
1917270N15116,1917-09-27 12:00:00,14.6246,115.774,WP,MM
1917276N13133,1917-10-03 09:00:00,13.1,133.4,WP,MM
1917286N13131,1917-10-13 09:00:00,12.6,130.6,WP,MM
1917296N12131,1917-10-23 09:00:00,12.4,131.4,WP,MM
1917313N11126,1917-11-09 12:00:00,11.4014,126.368,WP,MM
1918071N16129,1918-03-12 09:00:00,16.0,128.5,WP,MM
1918099N06143,1918-04-09 00:00:00,6.38801,142.191,WP,MM
1918164N19114,1918-06-13 12:00:00,18.7166,113.509,WP,MM
1918175N11139,1918-06-24 12:00:00,10.8024,139.343,WP,MM
1918188N13146,1918-07-07 00:00:00,13.0587,145.639,WP,MM
1918190N17112,1918-07-09 00:00:00,17.3468,111.575,WP,MM
1918195N16129,1918-07-14 12:00:00,15.4863,128.605,WP,MM
1918203N16146,1918-07-22 00:00:00,16.3804,145.6,WP,MM
1918210N20119,1918-07-29 00:00:00,20.4178,118.922,WP,MM
1918215N20145,1918-08-03 12:00:00,19.7303,144.965,WP,MM
1918219N23126,1918-08-07 12:00:00,22.7773,126.338,WP,MM
1918223N17130,1918-08-11 12:00:00,16.7783,129.777,WP,MM
1918236N21127,1918-08-24 12:00:00,21.2342,126.735,WP,MM
1918240N18142,1918-08-28 00:00:00,18.0997,141.493,WP,MM
1918245N17112,1918-09-02 00:00:00,17.4014,111.968,WP,MM
1918249N18128,1918-09-06 00:00:00,18.3747,127.516,WP,MM
1918261N14148,1918-09-18 12:00:00,13.6066,147.091,WP,MM
1918273N14130,1918-09-30 00:00:00,14.27,129.599,WP,MM
1918280N23127,1918-10-07 12:00:00,22.589,126.602,WP,MM
1918289N15126,1918-10-16 00:00:00,15.3175,125.245,WP,MM
1918292N11145,1918-10-19 00:00:00,10.7476,144.254,WP,MM
1918357N13132,1918-12-23 00:00:00,13.2878,131.553,WP,MM
1919161N12126,1919-06-10 00:00:00,12.4011,125.216,WP,MM
1919181N11142,1919-06-30 00:00:00,10.5748,141.004,WP,MM
1919193N20149,1919-07-11 21:00:00,19.6,148.5,WP,MM
1919207N17113,1919-07-26 00:00:00,16.8699,112.748,WP,MM
1919210N19134,1919-07-28 21:00:00,18.6,134.1,WP,MM
1919212N16111,1919-07-31 00:00:00,16.4556,111.311,WP,MM
1919218N16149,1919-08-05 21:00:00,16.1,149.1,WP,MM
1919219N19124,1919-08-07 00:00:00,19.1438,123.507,WP,MM
1919232N14128,1919-08-20 00:00:00,13.8264,127.235,WP,MM
1919235N16135,1919-08-22 21:00:00,16.0,134.6,WP,MM
1919238N13147,1919-08-26 00:00:00,12.8318,146.551,WP,MM
1919241N13130,1919-08-28 15:00:00,13.1,130.1,WP,MM
1919245N24123,1919-09-01 15:00:00,24.2,123.3,WP,MM
1919246N20145,1919-09-03 09:00:00,20.3,145.3,WP,MM
1919251N09147,1919-09-08 00:00:00,9.12354,146.613,WP,MM
1919255N17139,1919-09-12 09:00:00,16.5,138.8,WP,MM
1919261N16147,1919-09-18 09:00:00,16.3,147.0,WP,MM
1919272N08144,1919-09-29 00:00:00,8.45113,144.306,WP,MM
1919273N17149,1919-09-30 09:00:00,16.7,148.6,WP,MM
1919278N25132,1919-10-04 12:00:00,25.1159,132.005,WP,MM
1919282N13129,1919-10-09 00:00:00,13.0803,128.342,WP,MM
1919288N11128,1919-10-15 00:00:00,10.5691,127.098,WP,MM
1919289N13152,1919-10-16 09:00:00,13.2,152.2,WP,MM
1919321N13127,1919-11-17 00:00:00,12.7001,126.359,WP,MM
1919324N13141,1919-11-20 12:00:00,13.1869,140.701,WP,MM
1919338N10125,1919-12-04 12:00:00,10.2535,124.733,WP,MM
1920152N10134,1920-05-31 12:00:00,9.71895,133.941,WP,MM
1920182N19117,1920-06-30 12:00:00,18.6032,116.499,WP,MM
1920192N15127,1920-07-10 12:00:00,15.041,127.182,WP,MM
1920198N12133,1920-07-16 12:00:00,12.1624,132.384,WP,MM
1920204N21146,1920-07-22 12:00:00,21.2162,145.868,WP,MM
1920212N17115,1920-07-30 12:00:00,16.9942,115.104,WP,MM
1920214N23133,1920-08-01 12:00:00,23.5128,133.326,WP,MM
1920222N23127,1920-08-09 12:00:00,23.0273,127.138,WP,MM
1920232N24150,1920-08-19 12:00:00,24.1945,148.977,WP,MM
1920237N17116,1920-08-24 12:00:00,17.302,115.776,WP,MM
1920241N12150,1920-08-28 12:00:00,12.1413,148.839,WP,MM
1920245N16123,1920-09-01 12:00:00,15.5335,123.066,WP,MM
1920264N15117,1920-09-20 12:00:00,14.8208,116.361,WP,MM
1920265N10147,1920-09-21 12:00:00,10.2018,146.9,WP,MM
1920271N14116,1920-09-27 12:00:00,14.2113,116.117,WP,MM
1920284N14134,1920-10-09 21:00:00,13.5,133.7,WP,MM
1920290N15127,1920-10-16 00:00:00,15.5182,126.984,WP,MM
1920301N13137,1920-10-26 21:00:00,13.5,137.4,WP,MM
1920308N12128,1920-11-03 12:00:00,12.2434,127.329,WP,MM
1920309N08145,1920-11-04 09:00:00,7.9,145.4,WP,MM
1920314N10127,1920-11-09 09:00:00,10.3,127.1,WP,MM
1921166N17126,1921-06-15 00:00:00,16.5814,125.406,WP,MM
1921180N26123,1921-06-29 12:00:00,25.6076,122.551,WP,MM
1921185N14125,1921-07-04 12:00:00,14.0621,124.483,WP,MM
1921193N23132,1921-07-12 00:00:00,22.8834,131.734,WP,MM
1921199N14128,1921-07-18 00:00:00,13.7479,127.619,WP,MM
1921203N20123,1921-07-22 12:00:00,20.1278,122.922,WP,MM
1921215N11141,1921-08-03 00:00:00,11.4336,140.534,WP,MM
1921217N18125,1921-08-05 12:00:00,18.2178,125.091,WP,MM
1921223N24129,1921-08-11 00:00:00,24.5576,129.212,WP,MM
1921224N14148,1921-08-12 00:00:00,14.5555,148.264,WP,MM
1921230N20117,1921-08-18 00:00:00,19.8013,116.6,WP,MM
1921246N19114,1921-09-03 12:00:00,19.6911,113.942,WP,MM
1921253N09134,1921-09-10 00:00:00,9.50322,133.695,WP,MM
1921261N12145,1921-09-18 00:00:00,12.4329,144.844,WP,MM
1921261N20131,1921-09-18 00:00:00,19.6711,131.319,WP,MM
1921276N09146,1921-10-03 00:00:00,9.52697,145.392,WP,MM
1921287N15144,1921-10-14 12:00:00,14.6806,143.683,WP,MM
1921312N08126,1921-11-08 00:00:00,8.29897,125.61,WP,MM
1921314N11130,1921-11-10 00:00:00,10.6743,129.583,WP,MM
1921317N12138,1921-11-13 12:00:00,12.3535,137.953,WP,MM
1921318N14120,1921-11-14 12:00:00,14.2166,119.675,WP,MM
1921326N10140,1921-11-22 12:00:00,10.1166,140.319,WP,MM
1921337N10146,1921-12-03 12:00:00,10.2392,145.36,WP,MM
1922085N15112,1922-03-26 00:00:00,15.0076,112.264,WP,MM
1922123N11145,1922-05-03 00:00:00,10.5395,144.745,WP,MM
1922128N17131,1922-05-08 00:00:00,16.8081,131.289,WP,MM
1922140N10128,1922-05-20 00:00:00,10.2958,128.054,WP,MM
1922160N21121,1922-06-09 00:00:00,21.1233,121.135,WP,MM
1922180N06143,1922-06-29 12:00:00,5.73417,142.695,WP,MM
1922191N12125,1922-07-10 12:00:00,11.6239,124.413,WP,MM
1922201N14129,1922-07-20 12:00:00,14.3147,128.93,WP,MM
1922209N16117,1922-07-28 00:00:00,16.0554,116.615,WP,MM
1922211N12140,1922-07-30 00:00:00,12.0809,139.333,WP,MM
1922218N11143,1922-08-06 00:00:00,11.0929,142.152,WP,MM
1922228N14129,1922-08-16 00:00:00,14.5663,128.965,WP,MM
1922233N18144,1922-08-21 00:00:00,18.486,143.575,WP,MM
1922241N24130,1922-08-29 00:00:00,24.0808,129.861,WP,MM
1922251N13133,1922-09-08 09:00:00,13.2,133.2,WP,MM
1922258N17129,1922-09-15 00:00:00,16.9193,128.843,WP,MM
1922259N14147,1922-09-16 09:00:00,14.0,146.9,WP,MM
1922266N15130,1922-09-23 00:00:00,15.234,129.945,WP,MM
1922269N10129,1922-09-26 09:00:00,10.4,129.2,WP,MM
1922278N19144,1922-10-04 21:00:00,18.5,143.7,WP,MM
1922303N11147,1922-10-30 00:00:00,11.5461,146.56,WP,MM
1922308N08130,1922-11-04 12:00:00,7.7684,129.801,WP,MM
1922317N13128,1922-11-13 00:00:00,12.8815,128.231,WP,MM
1923024N09138,1923-01-24 12:00:00,9.02108,138.11,WP,MM
1923084N12146,1923-03-25 12:00:00,11.8361,145.614,WP,MM
1923123N13138,1923-05-03 00:00:00,12.8522,138.417,WP,MM
1923127N18118,1923-05-07 00:00:00,18.6109,118.266,WP,MM
1923149N16112,1923-05-29 00:00:00,15.4945,111.676,WP,MM
1923154N11126,1923-06-03 12:00:00,11.2197,125.567,WP,MM
1923164N07143,1923-06-13 12:00:00,6.83345,142.375,WP,MM
1923179N12130,1923-06-28 00:00:00,12.4313,129.471,WP,MM
1923192N08136,1923-07-11 12:00:00,8.14196,135.808,WP,MM
1923197N06140,1923-07-16 12:00:00,6.03348,140.107,WP,MM
1923199N11145,1923-07-18 12:00:00,10.9069,145.251,WP,MM
1923211N14140,1923-07-30 00:00:00,13.8116,139.524,WP,MM
1923217N11144,1923-08-05 00:00:00,11.1003,143.754,WP,MM
1923219N25131,1923-08-07 00:00:00,25.2199,130.953,WP,MM
1923224N13143,1923-08-12 12:00:00,13.508,143.083,WP,MM
1923232N16145,1923-08-20 00:00:00,16.1481,144.286,WP,MM
1923233N19119,1923-08-21 00:00:00,18.7168,118.356,WP,MM
1923239N20116,1923-08-27 00:00:00,20.1377,115.766,WP,MM
1923239N22130,1923-08-27 00:00:00,22.2131,129.588,WP,MM
1923250N22142,1923-09-07 00:00:00,22.0757,141.682,WP,MM
1923254N21145,1923-09-11 12:00:00,20.9314,144.898,WP,MM
1923263N15125,1923-09-20 12:00:00,14.8742,125.048,WP,MM
1923270N19131,1923-09-27 00:00:00,19.5418,130.344,WP,MM
1923316N10142,1923-11-12 00:00:00,10.0518,141.837,WP,MM
1923329N11143,1923-11-25 00:00:00,10.7286,142.725,WP,MM
1923337N14131,1923-12-03 00:00:00,13.5484,130.741,WP,MM
1924146N19114,1924-05-25 00:00:00,18.8706,114.507,WP,MM
1924157N21117,1924-06-05 00:00:00,21.2916,117.947,WP,MM
1924160N19113,1924-06-08 00:00:00,19.0809,113.234,WP,MM
1924190N21127,1924-07-08 00:00:00,20.799,126.167,WP,MM
1924192N15125,1924-07-10 00:00:00,15.8022,125.202,WP,MM
1924193N20117,1924-07-11 00:00:00,20.0274,116.81,WP,MM
1924196N18143,1924-07-14 12:00:00,18.2132,142.602,WP,MM
1924206N19115,1924-07-24 00:00:00,19.3512,115.1,WP,MM
1924210N17116,1924-07-28 00:00:00,16.5679,115.583,WP,MM
1924210N20126,1924-07-28 12:00:00,20.053,125.629,WP,MM
1924214N20115,1924-08-01 00:00:00,19.9215,114.663,WP,MM
1924217N24142,1924-08-04 00:00:00,24.4228,142.131,WP,MM
1924222N23137,1924-08-09 00:00:00,23.1019,136.654,WP,MM
1924235N12128,1924-08-22 00:00:00,12.2834,127.789,WP,MM
1924247N21138,1924-09-03 12:00:00,20.6556,137.874,WP,MM
1924271N10134,1924-09-27 00:00:00,10.2756,134.339,WP,MM
1924276N16125,1924-10-02 12:00:00,16.394,125.159,WP,MM
1924279N20135,1924-10-05 12:00:00,19.9076,133.242,WP,MM
1924283N15126,1924-10-09 00:00:00,15.6523,125.96,WP,MM
1924297N13113,1924-10-23 00:00:00,12.7676,112.984,WP,MM
1924303N16128,1924-10-29 00:00:00,15.796,127.688,WP,MM
1924326N12138,1924-11-21 00:00:00,11.5178,138.086,WP,MM
1924332N15119,1924-11-27 00:00:00,14.619,118.532,WP,MM
